Наименование товара;Артикул;Розничная цена;Остаток на складе
Инкубатор Cimuka PD60SH;PD60SH;36100.00;0
Инкубатор Cimuka CT60SH;CT60SH;64600.00;0
Инкубатор Cimuka CT120SH;CT120SH;79700.00;0
Инкубатор Cimuka CT180SH;CT180SH;93700.00;0
Инкубатор Cimuka Hb175C;Hb175C;101900.00;0
Инкубатор Cimuka Hb350C;Hb350C;123400.00;0
Инкубатор Cimuka Hb500C;Hb500C;136100.00;0
Инкубатор Cimuka Hb700C;Hb700C;158200.00;0
Поилка-кормушка навесная 40 см оцинкованная сталь River;142/A;947.00;200
Нижний нож Heiniger 31F;703-320;3310.00;0
Перчатка ветеринарная ВТС эконом для искусственного осеменения животных;14615V;383.00;0
Перчатка ветеринарная ВТС эконом для искусственного осеменения животных, с наплечником;14655V;451.00;0
Нарукавники ВТС синие, 2 шт.;75205V;413.00;0
Наплечник врача-осеменатора ВТС;75265V;1510.00;0
Фартук ВТС с рукавами;75200V;2000.00;0
Шприц для вливания лекарств 400 мл ручной;23491V;9360.00;0
Шприц для вливания лекарств DEMAPLAST 300 мл ручной;107300V;5390.00;1
Револьверный полуавтоматический шприц Matik DEMAPLAST 50 мл;110007050V;2060.00;0
Револьверный полуавтоматический шприц 25 мл дозировка 0,5 - 1,5 - 2 - 2,5 мл;110007025V;1640.00;2
Шприц многоразовый ВТС нейлоновый с металлическим стержнем и упором для пальцев Luer-Lock 20 мл;1020V;311.00;0
Шприц многоразовый ВТС нейлоновый с металлическим стержнем и упором для пальцев  Luer-Lock 10 мл;1010V;282.00;10
Маркировочный ошейник с кольцевой застежкой 130 см;11401040505V;620.00;14
Маркировочный ошейник белый с черными полосами с пряжкой 140 см;11401040401V;681.00;0
Маркировочный ошейник КРС оранжевый с пряжкой 140 см;11401040404V;661.00;6
Маркировочный ошейник синий с пряжкой 130 см;11401040403V;661.00;10
Ножная лента пластик 38 см синяя;22130V;122.00;10
Ножная лента пластик 38 см зеленая;22110V;122.00;10
Ножная банда пластик 38 см желтая;22100V;122.00;10
Ножная банда пластик 38 см красная;22120V;122.00;10
Клещи для кастрации ягнят;22103V;4130.00;3
Ножницы для копыт без зубьев;106607V;1280.00;0
Ножницы для копыт с зубьями;106607001V;2340.00;0
Ножницы для стрижки овец Black Blue 34 см;100351V;2000.00;0
Ножницы Kamer для стрижки овец двойные 34 см;100339V;887.00;18
Бутылка для ягнят и козлят 1 л;2780V;687.00;0
Запасная соска к ведру для ягнят и козлят;277V;110.00;1
Ведро для кормления ягнят 5 сосок;276V;2360.00;0
Скребок для шкуры пластмассовый;101072720V;155.00;0
Скребок для шкуры 8-рядный с гребнем;1811V;1270.00;3
Скребок для шкуры 8-рядный;1810V;947.00;2
Сумка поясная ВТС для ветеринарного врача;75610V;1390.00;0
Высококачественный стетоскоп для крупных животных Hauptner, мембрана;1220000V;15300.00;0
Сверхмощный магнит ВТС для извлечения инородных тел у коров;111455V;335.00;1
Ножная лента-липучка синяя 37 см 10 шт.;1010721031V;745.00;10
Набор цифр 0-9 10 мм для татуировочных щипцов;193V;5160.00;0
Набор букв для татуировочных щипцов 10 мм;1971V;14600.00;1
Щипцы татуировочные с рычажной передачей усилия 10 мм 2 x 5 знаков;19103V;21500.00;0
Щипцы татуировочные с простой передачей усилия 10 мм 5 знаков;19101V;17500.00;0
Щипцы для мечения выщипами на ушах прямоугольные;108400012V;2010.00;0
Щипцы для мечения выщипами на ушах крышеобразные;108400013V;2010.00;0
Щипцы для мечения выщипами на ушах закругленные;108400011V;2010.00;0
Щипцы для мечения выщипами на ушах клиновидные;108400010V;2010.00;0
Бирка электронная ВТС VETFLEX HDX 30 мм круглая желтая;36160V;278.00;0
Туб-маркер для маркировки животных ВТС VetFlex вес 100 г синий;56300V;138.00;0
Туб-маркер для маркировки животных ВТС VetFlex вес 100 г красный;56200V;138.00;0
Туб-маркер для маркировки животных ВТС VetFlex вес 100 г зеленый;56100V;138.00;0
Фиксатор для свиньи со стопором длина 60 см;105509001V;3030.00;0
Фиксатор для свиньи из проволочной петли;105510V;1380.00;0
Бутылка для сухого корма 4 л;1428V;2810.00;1
Сменная соска для сухого корма;1429V;428.00;2
Металлическое крепление к бутылке для сухого корма;1437V;1900.00;0
Дренчер для телят Calf Drencher Profi с гибким зондом 2 л 105 см;14692V;2400.00;2
Устройство для введения магнитов, пилюль и болюсов, длина 53 см, диаметр 36 мм;2129V;4850.00;0
Трубка для введения магнита металлическая;111019V;3010.00;0
Электронный ветеринарный термометр, изогнутый;114065V;1670.00;0
Вспомогатель родов VINK 180 см;1046V;61000.00;0
